DateTime,temperature,humidity,wind speed,General diffuse flow,Diffuse flow,Total electricity
1/1/2017 7:10,4.513,74.6,0.084,0.055,0.134,43436.58822
1/1/2017 7:20,4.489,74.3,0.082,0.081,0.119,41319.42025
1/1/2017 7:30,4.356,72.3,0.082,0.07,0.119,39980.13511
1/1/2017 7:40,4.478,72.2,0.083,0.073,0.089,39239.45792
1/1/2017 7:50,4.583,71,0.083,0.066,0.104,39465.96732
1/1/2017 8:00,4.794,72,0.084,0.187,0.145,40045.7283
1/1/2017 8:10,4.807,73.1,0.082,0.955,0.949,41172.04459
1/1/2017 8:20,4.757,73.5,0.083,3.188,3.134,42252.13421
1/1/2017 8:30,4.509,74.5,0.084,6.643,6.494,42962.05861
1/1/2017 8:40,4.346,74.8,0.082,12.64,10.13,43709.47215
1/1/2017 8:50,4.718,73.7,0.081,58.97,17,45062.72149
1/1/2017 9:00,4.704,71.8,0.083,82.5,20.15,46451.30854
1/1/2017 9:10,4.624,74.1,0.082,106.9,22.55,47675.14353
1/1/2017 9:20,4.629,74.8,0.083,132.1,24.3,49020.98433
1/1/2017 9:30,4.599,74,0.082,156.1,26.9,50299.26756
1/1/2017 9:40,4.524,74.7,0.081,182.4,28.19,51682.41693
1/1/2017 9:50,4.575,74.5,0.082,208.8,29.2,53349.35198
1/1/2017 10:00,5.124,73.7,0.076,234.8,29.23,54677.74672
1/1/2017 10:10,5.836,71.3,2.66,257.9,31.01,56185.99773
1/1/2017 10:20,5.996,69.85,4.93,282.7,31.96,57125.30575
1/1/2017 10:30,6.22,68.81,4.924,307,32.42,58220.10518
1/1/2017 10:40,6.703,68.01,4.923,327.6,33.22,59553.8367
1/1/2017 10:50,6.993,66.14,4.918,349.6,33.41,60558.95241
1/1/2017 11:00,7.54,64.21,4.916,371.1,33.43,61813.86079
1/1/2017 11:10,8.22,61.9,4.916,388.2,33.89,62338.32489
1/1/2017 11:20,9.49,59.3,2.451,401.3,34.4,62986.39953
1/1/2017 11:30,10.65,56.03,0.084,419.5,35.29,63276.73455
1/1/2017 11:40,11.06,53.52,0.082,430.9,37.58,63742.94935
1/1/2017 11:50,12.4,53.26,0.08,437.5,43.46,64208.34045
1/1/2017 12:00,13.08,54.36,0.077,450.4,43.2,64338.75552
1/1/2017 12:10,14.38,54.42,0.076,470.5,37.92,64427.06895
1/1/2017 12:20,15.02,56.46,0.074,480,38.81,64694.0724
1/1/2017 12:30,15.55,58.7,0.075,486.1,39.46,65244.45357
1/1/2017 12:40,15.56,59.23,0.076,490.2,40.92,65265.77736
1/1/2017 12:50,15.49,59.3,0.076,495.9,40.9,65612.7177
1/1/2017 13:00,15.57,58.06,0.077,498.1,40.94,66138.1092
1/1/2017 13:10,15.65,58.7,0.077,498.1,42.75,66190.34719
1/1/2017 13:20,15.73,59.33,0.076,498.8,44.65,65758.1403
1/1/2017 13:30,15.68,58.6,0.079,497,44.26,66045.52579
1/1/2017 13:40,15.7,55.29,0.074,489.2,39.32,65793.35509
1/1/2017 13:50,15.75,52.45,0.077,482.4,38.65,65524.48738
1/1/2017 14:00,15.83,54.99,0.079,476.1,39.49,65393.06735
1/1/2017 14:10,15.79,56.66,0.076,467.7,39.94,65212.18976
1/1/2017 14:20,15.72,55.86,0.077,456.1,39.95,65084.69718
1/1/2017 14:30,15.8,54.06,0.075,449.2,41.52,64771.50542
1/1/2017 14:40,15.74,55.56,0.075,437.4,44.13,64428.53803
1/1/2017 14:50,15.72,56.69,0.077,422,43.87,64336.45427
1/1/2017 15:00,15.64,57.26,0.077,409,44.9,64219.60543
1/1/2017 15:10,15.69,57.96,0.074,391.8,46.89,64206.00936
1/1/2017 15:20,15.69,58.93,0.075,369.4,51.51,63558.76556
1/1/2017 15:30,15.6,58.7,0.073,321,57.14,63195.01028
1/1/2017 15:40,15.39,57.6,0.075,180.3,60.31,63131.42064
1/1/2017 15:50,15.34,58.7,0.075,149.5,67.85,62903.52669
1/1/2017 16:00,15.33,59.23,0.077,209.1,128.9,62739.04185
1/1/2017 16:10,15.48,57.46,0.074,265.1,219.1,62474.35679
1/1/2017 16:20,15.54,58.3,0.076,241.3,246,62074.96107
1/1/2017 16:30,15.53,58.8,0.077,219,248.1,62314.09786
1/1/2017 16:40,15.48,57.73,0.075,195.7,231.6,62637.97887
1/1/2017 16:50,15.47,58.23,0.077,174.9,211.9,63490.98625
1/1/2017 17:00,15.44,59.07,0.076,165.8,201.7,65151.26906
1/1/2017 17:10,15.35,59.3,0.077,132,163,68929.33162
1/1/2017 17:20,15.34,59,0.079,117.4,144.3,74776.23024
1/1/2017 17:30,15.11,59.53,0.076,97.6,120.6,81973.88426
1/1/2017 17:40,14.93,60.83,0.077,76.5,94,87114.14556
1/1/2017 17:50,14.71,61.87,0.086,26.51,28.08,88817.85894
1/1/2017 18:00,14.48,63.27,0.08,18,18.29,89560.52977
1/1/2017 18:10,14.29,63.94,0.078,6.994,7.02,89600.47367
1/1/2017 18:20,14.09,64.87,0.078,2.818,2.763,89395.51625
1/1/2017 18:30,13.89,66.11,0.076,0.809,0.89,89513.8099
1/1/2017 18:40,13.79,66.74,0.076,0.146,0.197,89818.18089
1/1/2017 18:50,13.54,66.71,0.076,0.062,0.089,90372.08508
1/1/2017 19:00,12.51,68.35,0.077,0.055,0.085,90459.10787
1/1/2017 19:10,12.06,70.2,0.078,0.066,0.096,90975.77884
1/1/2017 19:20,11.75,70.7,0.079,0.055,0.126,91079.64071
1/1/2017 19:30,11.61,70.7,0.077,0.081,0.126,91218.92273
1/1/2017 19:40,11.5,70.6,0.078,0.059,0.074,91699.15224
1/1/2017 19:50,11.43,70.7,0.076,0.048,0.093,91751.87352
1/1/2017 20:00,11.42,71.2,0.076,0.073,0.085,91672.09083
1/1/2017 20:10,11.69,71.1,0.078,0.091,0.104,91928.19676
1/1/2017 20:20,12.05,69.82,0.077,0.048,0.108,92349.75555
1/1/2017 20:30,11.87,69.98,0.076,0.051,0.093,92742.22601
1/1/2017 20:40,11.61,71.2,0.078,0.04,0.119,92658.09657
1/1/2017 20:50,11.5,72,0.078,0.07,0.078,92276.94573
1/1/2017 21:00,11.43,72,0.075,0.051,0.07,90948.03568
1/1/2017 21:10,11.29,72.2,0.075,0.051,0.119,90163.15438
1/1/2017 21:20,11.49,73.1,0.077,0.044,0.085,89649.88851
1/1/2017 21:30,12.24,70.1,0.077,0.073,0.089,88830.03764
1/1/2017 21:40,11.84,68.78,0.074,0.066,0.093,87438.63256
1/1/2017 21:50,12.2,68.78,0.074,0.066,0.122,86334.03444
1/1/2017 22:00,13.1,65.44,0.074,0.04,0.141,84930.79152
1/1/2017 22:10,13.2,63.84,0.074,0.081,0.093,83683.18075
1/1/2017 22:20,13.18,63.97,0.075,0.081,0.093,81294.89998
1/1/2017 22:30,12.64,66.77,0.072,0.044,0.141,79736.44857
1/1/2017 22:40,12.39,68.04,0.074,0.084,0.115,77982.93284
1/1/2017 22:50,12.24,69.18,0.077,0.059,0.119,76102.53298
1/1/2017 23:00,12.11,69.94,0.074,0.088,0.082,74057.22885
1/1/2017 23:10,12.07,70.7,0.076,0.033,0.078,72523.47217
1/1/2017 23:20,11.99,70.8,0.075,0.055,0.134,70945.30824
1/1/2017 23:30,11.32,74.7,0.075,0.07,0.1,68756.76906
1/1/2017 23:40,11.37,74.8,0.074,0.084,0.082,67165.75457
1/1/2017 23:50,11.41,74.1,0.076,0.077,0.122,65096.357
1/2/2017 0:00,11.01,75.8,0.076,0.033,0.163,62667.35846
1/2/2017 0:10,10.74,77.3,0.078,0.084,0.108,61026.11029
1/2/2017 0:20,10.47,78.2,0.078,0.088,0.13,59728.31136
1/2/2017 0:30,10.31,79.2,0.076,0.091,0.134,58343.58633
1/2/2017 0:40,10.63,79.3,0.079,0.037,0.152,57257.22885
1/2/2017 0:50,10.84,78.4,0.073,0.062,0.156,56153.48361
1/2/2017 1:00,10.94,78.1,0.074,0.084,0.108,54993.10532
1/2/2017 1:10,11.12,77.9,0.073,0.055,0.145,53731.49842
1/2/2017 1:20,11.02,77.5,0.081,0.062,0.178,52966.95655
1/2/2017 1:30,10.5,78.9,0.076,0.066,0.145,51659.23244
1/2/2017 1:40,10.22,79.8,0.078,0.088,0.126,51103.51448
1/2/2017 1:50,10.42,81.3,0.075,0.073,0.13,50561.06139
1/2/2017 2:00,10.86,80,0.076,0.066,0.159,50233.17261
1/2/2017 2:10,11.17,77.3,0.077,0.066,0.13,49507.15963
1/2/2017 2:20,11.1,75.6,0.077,0.077,0.156,49001.84455
1/2/2017 2:30,11.14,75,0.081,0.07,0.156,48636.84269
1/2/2017 2:40,11.21,75.2,0.077,0.062,0.137,48579.55227
1/2/2017 2:50,10.71,77.4,0.079,0.07,0.148,47726.26132
1/2/2017 3:00,10.7,77.7,0.079,0.062,0.159,47846.19395
1/2/2017 3:10,10.58,78.6,0.075,0.055,0.137,47582.81232
1/2/2017 3:20,10.59,79.5,0.078,0.084,0.145,47474.41536
1/2/2017 3:30,10.68,79.4,0.079,0.059,0.156,47348.47285
1/2/2017 3:40,10.52,79.8,0.076,0.066,0.145,47166.58032
1/2/2017 3:50,10.34,80.6,0.078,0.088,0.119,46730.57749
1/2/2017 4:00,10.18,81.7,0.079,0.059,0.159,46472.35576
1/2/2017 4:10,10.41,82.3,0.074,0.077,0.126,46711.72496
1/2/2017 4:20,10.41,81.4,0.078,0.095,0.134,46912.30805
1/2/2017 4:30,10.39,81.5,0.074,0.088,0.119,47143.11947
1/2/2017 4:40,10.16,81.9,0.075,0.073,0.122,47146.9005
1/2/2017 4:50,9.97,82.8,0.077,0.066,0.178,47135.31288
1/2/2017 5:00,10.03,83.8,0.08,0.029,0.163,47416.95006
1/2/2017 5:10,9.98,83,0.078,0.073,0.115,47957.23049
1/2/2017 5:20,9.74,82.8,0.081,0.106,0.126,48380.64787
1/2/2017 5:30,9.54,83.7,0.078,0.081,0.174,48726.70475
1/2/2017 5:40,9.53,83.9,0.072,0.066,0.182,49272.61335
1/2/2017 5:50,9.56,84.1,0.073,0.077,0.134,51052.8585
1/2/2017 6:00,9.58,84.5,0.075,0.048,0.134,52700.07391
1/2/2017 6:10,9.44,84.1,0.075,0.07,0.145,52640.20144
1/2/2017 6:20,9.4,84.4,0.077,0.07,0.122,53147.92304
1/2/2017 6:30,9.38,84.6,0.076,0.044,0.141,53636.4402
1/2/2017 6:40,9.16,84.7,0.077,0.048,0.145,53976.70894
1/2/2017 6:50,9.06,85.6,0.076,0.059,0.141,53759.4197
1/2/2017 7:00,9.17,85.8,0.078,0.073,0.163,53387.54799
1/2/2017 7:10,9.46,86.2,0.076,0.07,0.152,52897.30853
1/2/2017 7:20,9.74,85.4,0.072,0.077,0.111,51820.30973
1/2/2017 7:30,9.8,84.4,0.077,0.081,0.122,51185.83117
1/2/2017 7:40,9.58,83.9,0.079,0.073,0.13,50205.35678
1/2/2017 7:50,9.51,83.7,0.082,0.081,0.137,49313.00672
1/2/2017 8:00,9.44,83.2,0.084,0.124,0.223,49678.82662
1/2/2017 8:10,9.18,82.5,0.083,0.871,0.89,50992.94086
1/2/2017 8:20,8.96,83.4,0.083,2.95,2.867,52404.07269
1/2/2017 8:30,8.71,83.9,0.081,6.657,6.472,53867.68128
1/2/2017 8:40,8.52,85.1,0.081,13.02,11.56,54486.89077
1/2/2017 8:50,8.43,85.4,0.079,39.1,19.49,55025.25577
1/2/2017 9:00,8.44,85.9,0.08,64.11,24.49,55865.53629
1/2/2017 9:10,8.69,86.7,0.079,92.3,27.88,54274.14276
1/2/2017 9:20,9.02,86.7,0.082,117.2,30.43,55206.19355
1/2/2017 9:30,9.17,86.9,0.079,134.7,33.24,56072.66693
1/2/2017 9:40,10.48,87,0.079,169.2,35.2,57284.66274
1/2/2017 9:50,11.13,83.5,0.08,194,36.92,58709.64787
1/2/2017 10:00,11.68,81.7,0.08,218.3,39.07,59532.05945
1/2/2017 10:10,12.22,78,0.075,246.6,40.01,60388.50953
1/2/2017 10:20,12.61,74.8,0.076,270.6,40.59,61588.73082
1/2/2017 10:30,13.07,72.7,0.075,288.3,42.31,62216.609
1/2/2017 10:40,13.61,70.2,0.077,309.8,43.74,62702.03746
1/2/2017 10:50,14,69.22,0.077,337.2,43.39,63873.95073
1/2/2017 11:00,14.55,64.11,0.077,360.7,41.43,64590.19773
1/2/2017 11:10,14.94,58.46,0.077,381.4,41.13,64771.61624
1/2/2017 11:20,15.08,57.23,0.076,396.6,40.66,65161.98936
1/2/2017 11:30,15.18,55.83,0.076,410.8,41.23,65971.65629
1/2/2017 11:40,15.28,56.49,0.075,425.6,41.84,66493.71033
1/2/2017 11:50,15.27,55.93,0.076,440.2,41.83,66412.90501
1/2/2017 12:00,15.21,55.69,0.077,452.5,41.73,66439.36232
1/2/2017 12:10,15.18,57.2,0.078,460.5,42.38,66751.70487
1/2/2017 12:20,15.11,57.86,0.074,469.9,43.43,67656.4594
1/2/2017 12:30,15.1,58.33,0.076,476.2,43.25,68440.85529
1/2/2017 12:40,15.26,58.8,0.076,482.3,44.1,68598.83776
1/2/2017 12:50,15.15,60.87,0.075,485.1,44.53,68505.08098
1/2/2017 13:00,15.23,60.53,0.076,487.1,44.09,68558.09361
1/2/2017 13:10,15.22,60.2,0.077,487.6,44.43,68557.37793
1/2/2017 13:20,15.22,59.83,0.076,486.9,44.29,68661.04076
1/2/2017 13:30,15.33,59.16,0.076,484.1,43.72,68093.79836
1/2/2017 13:40,15.41,58.13,0.076,481.1,43.82,67224.55389
1/2/2017 13:50,15.43,58,0.077,477.2,43.68,66929.80815
1/2/2017 14:00,15.56,56.03,0.075,470.9,42.8,66903.94716
1/2/2017 14:10,15.59,55.73,0.075,463.4,42.58,67189.22029
1/2/2017 14:20,15.47,56.29,0.077,451.8,42.83,67266.15436
1/2/2017 14:30,15.55,55.99,0.074,441.9,41.88,67013.73133
1/2/2017 14:40,15.57,56.53,0.076,427.9,42.14,66888.96288
1/2/2017 14:50,15.64,55.35,0.077,413.9,41.5,67026.26294
1/2/2017 15:00,15.59,55.76,0.077,399.4,40.61,66924.7465
1/2/2017 15:10,15.58,57.03,0.077,381.1,42.48,66874.55044
1/2/2017 15:20,15.49,57.19,0.075,364.3,45.96,66959.54274
1/2/2017 15:30,15.45,57.86,0.075,345.8,57.35,67248.40723
1/2/2017 15:40,15.36,57.72,0.075,324.6,79.5,66660.08636
1/2/2017 15:50,15.38,58.02,0.074,302.9,121.3,66237.93626
1/2/2017 16:00,15.37,58.59,0.077,280.3,184,65870.96079
1/2/2017 16:10,15.23,59.76,0.077,260.6,238,66077.75912
1/2/2017 16:20,15.23,61.12,0.075,238.2,253.4,66273.2613
1/2/2017 16:30,15.24,61.63,0.075,216.8,248.1,67021.12619
1/2/2017 16:40,15.19,61.72,0.075,192,227.3,68022.64788
1/2/2017 16:50,15.17,61.76,0.077,165.5,200.6,68645.96893
1/2/2017 17:00,15.22,59.95,0.076,142.6,175,71615.69437
1/2/2017 17:10,15.17,61.92,0.076,119.9,148.2,75529.71851
1/2/2017 17:20,15.02,62.32,0.076,98.7,123.7,82359.88673
1/2/2017 17:30,14.9,61.82,0.079,77.5,98.6,88115.50671
1/2/2017 17:40,14.81,61.79,0.078,58.1,75.3,92147.30074
1/2/2017 17:50,14.68,62.05,0.079,22.4,25.24,93917.33291
1/2/2017 18:00,14.54,64.02,0.074,11.04,11.2,94348.46732
1/2/2017 18:10,14.38,64.55,0.077,6.504,6.524,94427.40849
1/2/2017 18:20,14.23,65.55,0.076,3.071,3.089,94181.57674
1/2/2017 18:30,14.11,65.79,0.081,0.933,0.946,94225.64779
1/2/2017 18:40,14.03,66.72,0.074,0.143,0.189,94170.71547
1/2/2017 18:50,13.95,67.52,0.074,0.037,0.119,94105.14376
1/2/2017 19:00,13.87,68.59,0.075,0.066,0.1,93671.67393
1/2/2017 19:10,13.74,69.46,0.074,0.081,0.093,94109.17778
1/2/2017 19:20,13.55,69.9,0.076,0.029,0.104,94463.96087
1/2/2017 19:30,13.43,69.86,0.076,0.04,0.108,94020.57865
1/2/2017 19:40,13.35,69.86,0.076,0.073,0.078,93673.39668
1/2/2017 19:50,13.2,70.5,0.076,0.055,0.122,93470.48318
1/2/2017 20:00,13.42,68.89,0.073,0.055,0.096,92824.30684
1/2/2017 20:10,13.55,68.12,0.077,0.055,0.074,93854.45271
1/2/2017 20:20,13.42,68.52,0.075,0.055,0.093,94175.38565
1/2/2017 20:30,13.3,69.03,0.075,0.055,0.093,93673.20265
1/2/2017 20:40,13.33,68.72,0.076,0.066,0.108,93419.65598
1/2/2017 20:50,13.45,68.59,0.075,0.066,0.122,93181.9321
1/2/2017 21:00,13.47,66.99,0.074,0.048,0.078,93013.7906
1/2/2017 21:10,13.29,66.99,0.075,0.051,0.067,92303.40849
1/2/2017 21:20,13.15,66.42,0.078,0.055,0.093,91042.55276
1/2/2017 21:30,13.03,66.62,0.074,0.07,0.085,89706.63647
1/2/2017 21:40,12.93,67.29,0.076,0.07,0.111,88702.83409
1/2/2017 21:50,12.88,67.46,0.075,0.051,0.119,87261.46257
1/2/2017 22:00,12.86,67.76,0.074,0.084,0.093,86339.22749
1/2/2017 22:10,12.87,67.96,0.075,0.066,0.134,84736.7889
1/2/2017 22:20,12.92,68.52,0.074,0.037,0.148,83110.00748
1/2/2017 22:30,12.96,68.62,0.075,0.102,0.063,81361.91521
1/2/2017 22:40,12.88,69.33,0.075,0.062,0.152,79859.87587
1/2/2017 22:50,12.77,69.86,0.075,0.11,0.1,77908.22696
1/2/2017 23:00,12.82,70.1,0.075,0.077,0.1,75705.27933
1/2/2017 23:10,12.75,70.4,0.071,0.051,0.152,73809.4028
1/2/2017 23:20,12.54,71.5,0.077,0.051,0.1,71126.91075
1/2/2017 23:30,12.23,72.9,0.077,0.059,0.111,69323.29276
1/2/2017 23:40,12.19,72.8,0.077,0.07,0.122,67092.59229
1/2/2017 23:50,12.31,72.6,0.072,0.044,0.152,65503.69505
1/3/2017 0:00,12.08,74,0.076,0.117,0.093,63313.49419
1/3/2017 0:10,12.16,74,0.072,0.07,0.141,61871.81917
1/3/2017 0:20,12.07,74.1,0.074,0.102,0.119,60233.88011
1/3/2017 0:30,11.48,76.8,0.077,0.07,0.145,58949.68793
1/3/2017 0:40,11.45,77.7,0.074,0.073,0.115,57754.89799
1/3/2017 0:50,11.8,76.6,0.076,0.018,0.23,55906.82524
1/3/2017 1:00,12.23,75.1,0.074,0.062,0.145,54890.8831
1/3/2017 1:10,12.39,71,0.078,0.062,0.148,54299.18916
1/3/2017 1:20,12.42,71.4,0.077,0.059,0.159,53344.82522
1/3/2017 1:30,12.4,71.5,0.075,0.062,0.156,52332.62862
1/3/2017 1:40,11.84,73.4,0.079,0.073,0.152,51879.53228
1/3/2017 1:50,11.51,73,0.076,0.044,0.148,51519.01011
1/3/2017 2:00,11.35,73.6,0.081,0.095,0.134,50704.92178
1/3/2017 2:10,11.27,73.8,0.077,0.055,0.159,49998.30725
1/3/2017 2:20,11.33,74.5,0.073,0.044,0.13,49870.0606
1/3/2017 2:30,11.44,75,0.078,0.081,0.119,49499.58978
1/3/2017 2:40,12.26,75.5,0.076,0.073,0.163,49055.89484
1/3/2017 2:50,13.08,70.9,0.076,0.062,0.174,48938.29262
1/3/2017 3:00,12.78,71.8,0.078,0.055,0.156,48693.96466
1/3/2017 3:10,12.34,73.2,0.076,0.088,0.152,48414.05814
1/3/2017 3:20,12.2,73.8,0.072,0.084,0.178,48158.61383
1/3/2017 3:30,12.04,74.7,0.077,0.077,0.134,47525.26881
1/3/2017 3:40,11.96,74.9,0.077,0.07,0.137,47506.1149
1/3/2017 3:50,11.92,75.2,0.077,0.059,0.182,47279.00562
1/3/2017 4:00,11.85,75.1,0.083,0.077,0.156,47258.07345
1/3/2017 4:10,11.66,75.5,0.084,0.07,0.156,47182.43504
1/3/2017 4:20,11.55,76.1,0.077,0.055,0.156,47256.27105
1/3/2017 4:30,11.6,75.1,0.081,0.073,0.137,47470.82758
1/3/2017 4:40,11.17,77.8,0.076,0.077,0.148,47341.5703
1/3/2017 4:50,10.83,78.5,0.076,0.066,0.148,47505.28974
1/3/2017 5:00,10.74,78.6,0.077,0.048,0.189,47819.37841
1/3/2017 5:10,10.57,80.3,0.081,0.04,0.152,48019.30688
1/3/2017 5:20,10.49,80.3,0.08,0.084,0.141,48532.24167
1/3/2017 5:30,10.69,81.6,0.078,0.073,0.074,48898.80283
1/3/2017 5:40,11.22,80,0.076,0.077,0.171,49900.54482
1/3/2017 5:50,11.36,77.9,0.077,0.062,0.174,51581.15838
1/3/2017 6:00,11.44,77.5,0.079,0.102,0.122,53232.19309
1/3/2017 6:10,11.49,76.7,0.073,0.084,0.159,53580.18176
1/3/2017 6:20,11.33,76.8,0.075,0.062,0.145,54281.17881
1/3/2017 6:30,11.16,77.3,0.082,0.048,0.163,54972.30609
1/3/2017 6:40,10.89,77.5,0.082,0.099,0.111,55166.23105
1/3/2017 6:50,10.27,80.2,0.078,0.077,0.148,55014.59388
1/3/2017 7:00,10.15,80.8,0.08,0.055,0.193,54910.89476
1/3/2017 7:10,10,81.6,0.077,0.062,0.145,55271.01031
1/3/2017 7:20,9.9,81.5,0.076,0.048,0.171,54619.98035
1/3/2017 7:30,9.67,81.6,0.08,0.084,0.145,53077.04466
1/3/2017 7:40,9.27,81.5,0.08,0.059,0.167,51678.96164
1/3/2017 7:50,9.03,81.8,0.079,0.07,0.122,51055.33644
1/3/2017 8:00,8.85,82.7,0.082,0.146,0.223,51622.24473
1/3/2017 8:10,8.68,83.1,0.083,0.834,0.849,52609.84406
1/3/2017 8:20,8.54,83.7,0.078,2.88,2.815,53470.32104
1/3/2017 8:30,8.38,84.9,0.081,6.306,6.119,54503.85489
1/3/2017 8:40,8.5,84.9,0.079,12.91,11.68,55877.06128
1/3/2017 8:50,8.48,85.7,0.082,38,20.54,56923.65897
1/3/2017 9:00,8.4,85.3,0.082,64.8,27.42,58278.37807
1/3/2017 9:10,8.51,85.5,0.083,85.3,33.31,59821.74441
1/3/2017 9:20,8.8,85,0.084,109.4,38.03,60588.65719
1/3/2017 9:30,9.09,84.1,0.081,135.3,40,61407.68356
1/3/2017 9:40,9.62,84.5,0.082,161.3,41.16,62413.23506
1/3/2017 9:50,10.89,85.9,0.085,191.6,40.65,62748.84576
1/3/2017 10:00,12.43,83.3,0.079,220.3,41.27,63671.03679
1/3/2017 10:10,13.02,77.5,0.084,245.9,42.92,65006.77686
1/3/2017 10:20,13.38,74.4,0.078,269.7,43.12,65899.05073
1/3/2017 10:30,13.64,73.2,0.079,294.9,43.18,66801.39273
1/3/2017 10:40,13.88,72.2,0.084,319,43.25,67892.07349
1/3/2017 10:50,14.16,72.3,0.081,339.3,43.08,68615.21804
1/3/2017 11:00,14.54,69.24,0.084,361.2,43.97,69293.29795
1/3/2017 11:10,14.75,67.1,0.078,380.3,44.96,69857.96819
1/3/2017 11:20,14.87,66.57,0.08,397.2,45.17,70039.69374
1/3/2017 11:30,15,65.1,0.083,413.4,44.82,70488.9067
1/3/2017 11:40,15.08,64.4,0.079,428.2,44.18,70782.64248
1/3/2017 11:50,15.18,64.23,0.077,440.5,45.02,70688.01714
1/3/2017 12:00,15.28,64.43,0.074,452.5,44.71,70962.72338
1/3/2017 12:10,15.19,63.6,0.074,462.8,45.04,71946.43932
1/3/2017 12:20,15.18,64.77,0.075,470.7,44.71,72266.45331
1/3/2017 12:30,15.21,65.33,0.076,478,45.15,72521.06111
1/3/2017 12:40,15.31,64.2,0.074,484,44.76,72957.7171
1/3/2017 12:50,15.35,63.13,0.073,488.8,44.76,73105.31881
1/3/2017 13:00,15.43,62.93,0.073,492.7,44.55,72646.50331
1/3/2017 13:10,15.39,62.9,0.074,493.3,44.78,72532.17112
1/3/2017 13:20,15.41,62.83,0.074,491.9,44.84,72085.87633
1/3/2017 13:30,15.57,62.7,0.077,490.1,44.76,71690.28156
1/3/2017 13:40,15.37,63.4,0.076,487.1,44.94,71565.25734
1/3/2017 13:50,15.49,63.46,0.075,480.4,45.25,71449.04598
1/3/2017 14:00,15.57,63.7,0.073,472.9,45.01,70940.57378
1/3/2017 14:10,15.48,63.76,0.075,465.8,44.23,71022.62289
1/3/2017 14:20,15.36,64.16,0.073,455.2,44.07,70447.45531
1/3/2017 14:30,15.35,64.19,0.074,443.9,43.33,70359.28396
1/3/2017 14:40,15.41,64.1,0.074,430.9,43.09,70404.68125
1/3/2017 14:50,15.36,65.23,0.075,415.4,43.03,70098.18023
